#Gumbel
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit gumbel bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab NCTC8325.prot_table transit_no_mismatch/mean_all_blunt.tab -s 20000 -b 1000 -r Mean --no-norm
#Data: bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab
#Annotation path: NCTC8325.prot_table
#FDR Corrected thresholds: 0.993300, 0.045050
#MH Acceptance-Rate:	37.77%
#Total Iterations Performed:	20999
#Sample Size:	20000
#phi estimate:	0.249516
#Time: 804.361941099
#Orf	Name	Desc	k	n	r	s	zbar	Call
SAOUHSC_01821	SAOUHSC_01821	conserved hypothetical protein	55	80	3	40	0.000000	NE
SAOUHSC_01822	tpx	antioxidant activity%3B thioredoxin-dependent thiol peroxidase%3B forms homodimers in solution%3B shows substrate specificity to alkyl hydroperoxides%3B periplasmic protein	31	39	3	16	0.000000	NE
SAOUHSC_01823	SAOUHSC_01823	conserved hypothetical protein	68	86	3	24	0.000000	NE
SAOUHSC_01824	SAOUHSC_01824	Required for the synthesis of the thiazole moiety	83	109	3	17	0.000000	NE
SAOUHSC_01825	SAOUHSC_01825	conserved hypothetical protein	84	117	4	18	0.000000	NE
SAOUHSC_01826	SAOUHSC_01826	conserved hypothetical protein	15	19	2	6	-1.000000	S
SAOUHSC_01827	SAOUHSC_01827	acts to negatively regulates ftsZ ring formation by modulating the frequency and position of the ftsZ ring formation	56	149	11	74	0.000900	NE
SAOUHSC_01828	SAOUHSC_01828	GAF domain protein	27	34	2	8	0.000000	NE
SAOUHSC_01829	rpsD	primary rRNA binding protein%3B nucleates 30S assembly%3B involved in translational accuracy with proteins S5 and S12%3B interacts with protein S5%3B involved in autogeneously regulating ribosomal proteins by binding to pseudoknot structures in the polycistronic mRNA%3B interacts with transcription complex and functions similar to protein NusA in antitermination	3	50	29	367	1.000000	E
SAOUHSC_01830	SAOUHSC_01830	conserved hypothetical protein	50	66	2	9	0.000000	NE
SAOUHSC_01831	SAOUHSC_01831	conserved hypothetical protein	24	30	4	39	0.000000	NE
SAOUHSC_01832	SAOUHSC_01832	conserved hypothetical protein	76	106	4	27	0.000000	NE
SAOUHSC_01833	SAOUHSC_01833	catalyzes the formation of 3-phosphonooxypyruvate from 3-phospho-D-glycerate in serine biosynthesis%3B can also reduce alpha ketoglutarate to form 2-hydroxyglutarate	106	144	3	23	0.000000	NE
SAOUHSC_01834	SAOUHSC_01834	-	8	8	0	0	-1.000000	S
SAOUHSC_01835	SAOUHSC_01835	conserved hypothetical protein	86	111	3	17	0.000000	NE
SAOUHSC_01836	SAOUHSC_01836	conserved hypothetical protein	107	142	3	18	0.000000	NE
SAOUHSC_01837	SAOUHSC_01837	1-acyl-sn-glycerol-3-phosphate acyltransferases domain protein	3	62	37	381	1.000000	E
SAOUHSC_01838	SAOUHSC_01838	conserved hypothetical protein	85	111	4	43	0.000000	NE
SAOUHSC_01839	SAOUHSC_01839	tyrosyl-tRNA synthetase	4	111	43	555	1.000000	E
SAOUHSC_01840	SAOUHSC_01840	transglycosylase domain protein	74	94	3	44	0.000000	NE
SAOUHSC_01841	SAOUHSC_01841	-	5	7	1	2	-1.000000	S
SAOUHSC_01843	SAOUHSC_01843	conserved hypothetical protein	169	224	4	47	0.000000	NE
SAOUHSC_01844	SAOUHSC_01844	conserved hypothetical protein	8	15	5	22	-1.000000	S
SAOUHSC_01845	SAOUHSC_01845	catalyzes the formation of 10-formyltetrahydrofolate from formate and tetrahydrofolate	101	137	5	134	0.000000	NE
SAOUHSC_01846	SAOUHSC_01846	Acs%3B catalyzes the conversion of acetate and CoA to acetyl-CoA	108	143	3	13	0.000000	NE
SAOUHSC_01847	SAOUHSC_01847	conserved hypothetical protein	36	52	3	22	0.000000	NE
SAOUHSC_01849	SAOUHSC_01849	conserved hypothetical protein	83	113	3	22	0.000000	NE
SAOUHSC_01850	SAOUHSC_01850	catabolite control protein A	71	95	4	26	0.000000	NE
SAOUHSC_01851	SAOUHSC_01851	-	5	13	7	29	-1.000000	S
SAOUHSC_01852	SAOUHSC_01852	catalyzes the formation of 3-deoxy-D-aribino-hept-2-ulosonate 7-phosphate from phosphoenolpyruvate and D-erythrose 4-phosphate and the formation of prephenate from chorismate	25	98	17	173	0.517250	U
SAOUHSC_01853	SAOUHSC_01853	-	6	9	3	28	-1.000000	S
SAOUHSC_01854	SAOUHSC_01854	conserved hypothetical protein	70	93	2	12	0.000000	NE
SAOUHSC_01855	SAOUHSC_01855	conserved hypothetical protein	22	47	7	69	0.000000	NE
SAOUHSC_01856	murC	Catalyzes the formation of UDP-N-acetylmuramoyl-L-alanine from UDP-N-acetylmuramate and L-alanine in peptidoglycan synthesis	6	124	51	556	1.000000	E
SAOUHSC_01857	SAOUHSC_01857	conserved hypothetical protein	194	284	6	64	0.000000	NE
SAOUHSC_01858	SAOUHSC_01858	conserved hypothetical protein	43	56	2	24	0.000000	NE
SAOUHSC_01859	SAOUHSC_01859	conserved hypothetical protein	29	84	12	130	0.003200	NE
SAOUHSC_01860	SAOUHSC_01860	conserved hypothetical protein	17	27	4	24	0.000000	NE
SAOUHSC_01861	SAOUHSC_01861	conserved hypothetical protein	79	103	3	21	0.000000	NE
SAOUHSC_01863	SAOUHSC_01863	conserved hypothetical protein	28	38	3	15	0.000000	NE
SAOUHSC_01864	SAOUHSC_01864	conserved hypothetical protein	53	73	2	8	0.000000	NE
SAOUHSC_01865	trmB	tRNA (guanine-N(7)-)-methyltransferase%3B catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA by transferring the methyl residue from S-adenosyl-L-methionine	44	55	2	11	0.000000	NE
SAOUHSC_01866	SAOUHSC_01866	conserved hypothetical protein	7	63	29	349	1.000000	E
SAOUHSC_01867	SAOUHSC_01867	D-amino acid aminotransferase	67	82	3	26	0.000000	NE
SAOUHSC_01868	SAOUHSC_01868	divalent metal ion-dependent extracellular dipeptidase%3B able to hydrolyze a broad range of dipeptides but no tri-%2C tetra-%2C or larger oligopeptides%3B differences in the amino acid specificity of the cleavage site varies between species%3B similar to succinyl-diaminopimelate desuccinylases	92	118	2	19	0.000000	NE
SAOUHSC_01869	SAOUHSC_01869	conserved hypothetical protein	35	44	2	41	0.000000	NE
SAOUHSC_01870	SAOUHSC_01870	ribosomal small subunit pseudouridine synthase A%2C putative	58	67	1	2	0.000250	NE
SAOUHSC_01871	SAOUHSC_01871	polysaccharide biosynthesis protein%2C putative	3	205	130	1091	0.503550	U
SAOUHSC_01872	SAOUHSC_01872	conserved hypothetical protein	87	109	3	27	0.000000	NE
SAOUHSC_01873	SAOUHSC_01873	conserved hypothetical protein	403	510	5	107	0.000000	NE
SAOUHSC_01874	SAOUHSC_01874	conserved hypothetical protein	20	28	3	17	0.000000	NE
SAOUHSC_01875	leuS	leucine--tRNA ligase%3B LeuRS%3B class-I aminoacyl-tRNA synthetase%3B charges leucine by linking carboxyl group to alpha-phosphate of ATP and then transfers aminoacyl-adenylate to its tRNA%3B due to the large number of codons that tRNA(Leu) recognizes%2C the leucyl-tRNA synthetase does not recognize the anticodon loop of the tRNA%2C but instead recognition is dependent on a conserved discriminator base A37 and a long arm%3B an editing domain hydrolyzes misformed products%3B in Methanothermobacter thermautotrophicus this enzyme associates with prolyl-tRNA synthetase	6	210	55	671	0.999950	E
SAOUHSC_01876	SAOUHSC_01876	conserved hypothetical protein	95	115	2	8	0.000000	NE
SAOUHSC_01877	SAOUHSC_01877	conserved hypothetical protein	62	76	3	18	0.000000	NE
SAOUHSC_01878	SAOUHSC_01878	conserved hypothetical protein	39	49	2	13	0.000000	NE
SAOUHSC_01879	SAOUHSC_01879	virulence factor regulator protein	21	31	3	27	0.000000	NE
SAOUHSC_01882	SAOUHSC_01882	conserved hypothetical protein	60	75	3	27	0.000000	NE
SAOUHSC_01883	SAOUHSC_01883	conserved hypothetical protein	17	19	1	2	-1.000000	S
SAOUHSC_01884	SAOUHSC_01884	conserved hypothetical protein	68	95	3	18	0.000000	NE
SAOUHSC_01886	ribH	RibE%3B 6%2C7-diimethyl-8-ribityllumazine synthase%3B DMRL synthase%3B lumazine synthase%3B beta subunit of riboflavin synthase%3B condenses 5-amino-6-(1'-D)-ribityl-amino-2%2C4(1H%2C3H)-pyrimidinedione with L-3%2C4-dihydrohy-2-butanone-4-phosphate to generate 6%2C6-dimethyl-8-lumazine (DMRL)%3B riboflavin synthase then uses 2 molecules of DMRL to produce riboflavin (vitamin B12)%3B involved in the last steps of riboflavin biosynthesis%3B forms a 60mer (icosahedral shell) in both Bacillus subtilis and Escherichia coli%3B in Bacillus subtilis this 60mer is associated with the riboflavin synthase subunit (alpha) while in Escherichia coli it is not	24	39	4	45	0.000000	NE
SAOUHSC_01887	SAOUHSC_01887	riboflavin biosynthesis protein%2C putative	75	102	3	30	0.000000	NE
SAOUHSC_01888	SAOUHSC_01888	catalyzes the formation of riboflavin from 6%2C7-dimethyl-8-(1-D-ribityl)lumazine	43	55	2	21	0.000000	NE
SAOUHSC_01889	SAOUHSC_01889	riboflavin biosynthesis protein RibD	65	81	3	31	0.000000	NE
SAOUHSC_01890	SAOUHSC_01890	conserved hypothetical protein	111	145	2	16	0.000000	NE
SAOUHSC_01891	SAOUHSC_01891	arsenate operon regulator	27	34	2	16	0.000000	NE
SAOUHSC_01893	SAOUHSC_01893	arsenical pump membrane protein subfamily	115	153	3	16	0.000000	NE
SAOUHSC_01894	SAOUHSC_01894	catalyzes the reduction of arsenate to arsenite%3B also can dephosphorylate tyrosine phosphorylated proteins%2C aryl phosphates%2C and acyl phosphates	22	32	2	16	0.000000	NE
SAOUHSC_01895	SAOUHSC_01895	conserved hypothetical protein	47	79	5	61	0.000000	NE
SAOUHSC_01896	SAOUHSC_01896	conserved hypothetical protein	19	21	1	2	0.000000	NE
SAOUHSC_01897	SAOUHSC_01897	conserved hypothetical protein	39	48	2	8	0.000000	NE
SAOUHSC_01898	SAOUHSC_01898	conserved hypothetical protein	33	41	1	2	0.000000	NE
SAOUHSC_01899	SAOUHSC_01899	conserved hypothetical protein	44	52	2	15	0.000000	NE
SAOUHSC_01900	SAOUHSC_01900	conserved hypothetical protein	61	76	4	35	0.000000	NE
SAOUHSC_01901	SAOUHSC_01901	similar to novel fructose-6-phosphate aldolase from Escherichia coli%3B enzyme from Methanocaldococcus janaschii shows transaldolase activity	45	60	3	19	0.000000	NE
SAOUHSC_01902	SAOUHSC_01902	conserved hypothetical protein	26	35	2	24	0.000000	NE
SAOUHSC_01903	SAOUHSC_01903	may be involved in chromosome condensation%3B overexpression in Escherichia coli protects against decondensation by camphor%3B overexpressing the protein results in an increase in supercoiling	26	37	3	45	0.000000	NE
SAOUHSC_01904	SAOUHSC_01904	conserved hypothetical protein	26	37	4	40	0.000000	NE
SAOUHSC_01907	SAOUHSC_01907	conserved hypothetical protein	51	64	3	21	0.000000	NE
SAOUHSC_01908	SAOUHSC_01908	conserved hypothetical protein	24	78	10	138	0.000350	NE
SAOUHSC_01909	SAOUHSC_01909	catalyzes the formation of S-adenosylmethionine from methionine and ATP%3B methionine adenosyltransferase	3	85	79	1135	0.681200	U
SAOUHSC_01910	SAOUHSC_01910	PEP carboxykinase%3B PEP carboxylase%3B PEPCK%3B catalyzes the phosphorylation and decarboxylation of oxaloacetate to form phosphoenolpyruvate using ATP	76	127	6	62	0.000000	NE
SAOUHSC_01911	SAOUHSC_01911	transposase%2C IS200 family	47	52	1	2	0.000050	NE
SAOUHSC_01912	SAOUHSC_01912	conserved hypothetical protein	38	53	2	13	0.000000	NE
SAOUHSC_01913	SAOUHSC_01913	conserved hypothetical protein	29	41	4	26	0.000000	NE
SAOUHSC_01914	SAOUHSC_01914	conserved hypothetical protein	10	16	3	47	0.000000	NE
SAOUHSC_01915	SAOUHSC_01915	conserved hypothetical protein	32	74	6	50	0.000000	NE
SAOUHSC_01916	SAOUHSC_01916	o-succinylbenzoic acid--coa ligase%2C putative	11	120	34	356	1.000000	E
SAOUHSC_01917	SAOUHSC_01917	conserved hypothetical protein	46	52	1	2	0.000000	NE
SAOUHSC_01918	SAOUHSC_01918	conserved hypothetical protein	39	48	1	2	0.000000	NE
SAOUHSC_01919	SAOUHSC_01919	conserved hypothetical protein	60	81	3	47	0.000000	NE
SAOUHSC_01920	SAOUHSC_01920	conserved hypothetical protein	42	47	2	17	0.000000	NE
SAOUHSC_01921	SAOUHSC_01921	conserved hypothetical protein	25	30	1	2	0.000000	NE
SAOUHSC_01922	SAOUHSC_01922	conserved hypothetical protein	44	59	3	28	0.000000	NE
SAOUHSC_01923	SAOUHSC_01923	conserved hypothetical protein	67	80	4	23	0.000000	NE
SAOUHSC_01924	SAOUHSC_01924	conserved hypothetical protein	6	11	2	13	0.000000	NE
SAOUHSC_01925	SAOUHSC_01925	conserved hypothetical protein	19	25	2	16	0.000000	NE
SAOUHSC_01926	SAOUHSC_01926	conserved hypothetical protein	32	41	3	39	0.000000	NE
SAOUHSC_01928	SAOUHSC_01928	transposase family protein%2C putative	15	16	1	2	-1.000000	S
SAOUHSC_01929	SAOUHSC_01929	conserved hypothetical protein	6	7	1	2	-1.000000	S
SAOUHSC_01930	SAOUHSC_01930	conserved hypothetical protein	26	43	5	55	0.000000	NE
SAOUHSC_01931	SAOUHSC_01931	conserved hypothetical protein	357	525	7	47	0.000000	NE
SAOUHSC_01932	SAOUHSC_01932	type I restriction-modification enzyme%2C S subunit%2C EcoA family%2C putative	82	116	7	54	0.000000	NE
SAOUHSC_01933	SAOUHSC_01933	type I restriction-modification system%2C M subunit	104	125	3	30	0.000000	NE
SAOUHSC_01934	SAOUHSC_01934	conserved hypothetical protein	10	10	0	0	-1.000000	S
SAOUHSC_01935	SAOUHSC_01935	serine protease SplF%2C putative	56	68	2	23	0.000000	NE
SAOUHSC_01936	SAOUHSC_01936	serine protease SplE	39	58	2	12	0.000000	NE
SAOUHSC_01937	SAOUHSC_01937	-	8	11	2	9	-1.000000	S
SAOUHSC_01938	SAOUHSC_01938	serine protease SplD	52	65	3	14	0.000000	NE
SAOUHSC_01939	SAOUHSC_01939	serine protease SplC	42	58	3	59	0.000000	NE
SAOUHSC_01941	SAOUHSC_01941	serine protease SplB	52	67	5	32	0.000000	NE
SAOUHSC_01942	SAOUHSC_01942	serine protease SplA	36	61	6	40	0.000000	NE
SAOUHSC_01944	SAOUHSC_01944	conserved hypothetical protein	36	58	3	26	0.000000	NE
SAOUHSC_01945	SAOUHSC_01945	membrane protein%2C putative	69	93	4	20	0.000000	NE
SAOUHSC_01947	SAOUHSC_01947	membrane protein%2C putative	72	96	3	24	0.000000	NE
SAOUHSC_01948	SAOUHSC_01948	ABC transporter domain protein	42	68	3	19	0.000000	NE
SAOUHSC_01949	SAOUHSC_01949	intracellular serine protease%2C putative	94	128	3	13	0.000000	NE
SAOUHSC_01950	SAOUHSC_01950	flavoprotein%2C epiD%2C putative	45	58	5	44	0.000000	NE
SAOUHSC_01951	SAOUHSC_01951	epidermin biosynthesis protein EpiC%2C authentic point mutation	93	120	4	55	0.000000	NE
SAOUHSC_01952	SAOUHSC_01952	lantibiotic epidermin biosynthesis protein EpiB%2C putative	243	319	3	27	0.000000	NE
SAOUHSC_01953	SAOUHSC_01953	Gallidermin superfamily epiA%2C putative	12	13	1	2	-1.000000	S
SAOUHSC_01954	SAOUHSC_01954	Pathogenicity island SaPIn3	64	92	3	18	0.000000	NE
SAOUHSC_01955	SAOUHSC_01955	Pathogenicity island SaPIn3	67	84	5	44	0.000000	NE
SAOUHSC_01956	SAOUHSC_01956	conserved hypothetical protein	48	66	3	28	0.000000	NE
SAOUHSC_01957	SAOUHSC_01957	conserved hypothetical protein	68	95	6	53	0.000000	NE
SAOUHSC_01958	SAOUHSC_01958	conserved hypothetical protein	39	48	2	15	0.000000	NE
SAOUHSC_01960	SAOUHSC_01960	catalyzes the formation of protoporphyrin IX from protoporphyrinogen IX	21	126	26	260	0.999200	E
SAOUHSC_01961	hemH	protoheme ferro-lyase%3B catalyzes the insertion of a ferrous ion into protoporphyrin IX to form protoheme%3B involved in protoheme biosynthesis%3B in some organisms this protein is membrane-associated while in others it is cytosolic	6	93	31	309	0.999950	E
SAOUHSC_01962	hemE	catalyzes the formation of coproporphyrinogen from uroporphyrinogen III	8	91	43	475	0.999950	E
SAOUHSC_01963	SAOUHSC_01963	conserved hypothetical protein	9	14	3	28	-1.000000	S
SAOUHSC_01964	SAOUHSC_01964	conserved hypothetical protein	29	39	2	9	0.000000	NE
SAOUHSC_01966	SAOUHSC_01966	conserved hypothetical protein	116	141	2	15	0.000000	NE
SAOUHSC_01967	SAOUHSC_01967	ABC transporter%2C ATP-binding protein%2C putative	59	66	2	8	0.000000	NE
SAOUHSC_01968	SAOUHSC_01968	conserved hypothetical protein	32	38	2	17	0.000000	NE
SAOUHSC_01969	SAOUHSC_01969	conserved hypothetical protein	11	23	3	23	0.000000	NE
SAOUHSC_01971	SAOUHSC_01971	conserved hypothetical protein	50	77	6	39	0.000000	NE
SAOUHSC_01972	SAOUHSC_01972	protein export protein PrsA%2C putative	46	80	4	48	0.000000	NE
SAOUHSC_01973	SAOUHSC_01973	catalyzes the exonucleic cleavage of mRNA yielding nucleioside 5'-phosphates	2	81	44	522	1.000000	E
SAOUHSC_01974	SAOUHSC_01974	conserved hypothetical protein	155	247	5	74	0.000000	NE
SAOUHSC_01975	SAOUHSC_01975	conserved hypothetical protein	69	114	7	63	0.000000	NE
SAOUHSC_01976	SAOUHSC_01976	conserved hypothetical protein	5	8	2	8	-1.000000	S
SAOUHSC_01977	SAOUHSC_01977	conserved hypothetical protein	11	20	4	27	0.000000	NE
SAOUHSC_01978	SAOUHSC_01978	conserved hypothetical protein	82	106	4	34	0.000000	NE
SAOUHSC_01979	SAOUHSC_01979	conserved hypothetical protein	29	43	3	25	0.000000	NE
SAOUHSC_01980	SAOUHSC_01980	DNA-binding response regulator%2C putative	33	57	5	34	0.000000	NE
SAOUHSC_01981	SAOUHSC_01981	sensor histidine kinase%2C putative	77	100	3	35	0.000000	NE
SAOUHSC_01982	SAOUHSC_01982	ribosomal large subunit pseudouridine synthase%2C RluD subfamily%2C putative	54	73	6	72	0.000000	NE
SAOUHSC_01983	fumC	class II family (does not require metal)%3B tetrameric enzyme%3B fumarase C%3B reversibly converts (S)-malate to fumarate and water%3B functions in the TCA cycle	72	112	4	51	0.000000	NE
SAOUHSC_01984	SAOUHSC_01984	conserved hypothetical protein	44	53	1	2	0.000000	NE
SAOUHSC_01985	SAOUHSC_01985	conserved hypothetical protein	21	27	2	6	0.000000	NE
SAOUHSC_01986	SAOUHSC_01986	conserved hypothetical protein	6	9	2	7	-1.000000	S
SAOUHSC_01987	SAOUHSC_01987	conserved hypothetical protein	46	56	2	36	0.000000	NE
SAOUHSC_01988	SAOUHSC_01988	conserved hypothetical protein	33	41	2	17	0.000000	NE
SAOUHSC_01989	SAOUHSC_01989	conserved hypothetical protein	74	92	2	10	0.000000	NE
SAOUHSC_01990	SAOUHSC_01990	amino acid ABC transporter%2C ATP-binding protein%2C putative	49	65	2	9	0.000000	NE
SAOUHSC_01991	SAOUHSC_01991	ABC transporter%2C permease protein%2C putative	100	139	4	23	0.000000	NE
SAOUHSC_01992	SAOUHSC_01992	Phosphotransferase system%2C EIIC domain protein	91	123	4	32	0.000000	NE
SAOUHSC_01997	SAOUHSC_01997	ferric uptake regulator-like protein%2C putative	30	38	2	8	0.000000	NE
SAOUHSC_01998	SAOUHSC_01998	conserved hypothetical protein	76	99	3	11	0.000000	NE
SAOUHSC_01999	SAOUHSC_01999	conserved hypothetical protein	40	47	2	7	0.000000	NE
SAOUHSC_02000	SAOUHSC_02000	converts (S)-4-amino-5-oxopentanoate to 5-aminolevulinate	79	107	4	46	0.000000	NE
SAOUHSC_02001	SAOUHSC_02001	conserved hypothetical protein	77	113	3	15	0.000000	NE
SAOUHSC_02002	SAOUHSC_02002	-	4	6	1	2	-1.000000	S
SAOUHSC_02003	SAOUHSC_02003	ABC transporter%2C ATP-binding/permease protein%2C putative	126	159	4	43	0.000000	NE
SAOUHSC_02004	SAOUHSC_02004	conserved hypothetical protein	38	46	3	35	0.000000	NE
SAOUHSC_02005	SAOUHSC_02005	A/G-specific adenine glycosylase%2C putative	69	88	3	72	0.000000	NE
SAOUHSC_02006	SAOUHSC_02006	conserved hypothetical protein	70	87	2	30	0.000000	NE
SAOUHSC_02008	SAOUHSC_02008	conserved hypothetical protein	94	105	1	2	0.119900	U
SAOUHSC_02009	SAOUHSC_02009	conserved hypothetical protein	128	166	2	10	0.000000	NE
SAOUHSC_02010	SAOUHSC_02010	conserved hypothetical protein	27	31	1	2	0.000000	NE
SAOUHSC_02011	recX	binds RecA and inhibits RecA-mediated DNA strand exchange and ATP hydrolysis and coprotease activities	44	73	8	77	0.000000	NE
SAOUHSC_02012	SAOUHSC_02012	monofunctional%3B catalyzes the elongation of glycan strands in cell wall biosynthesis	65	83	3	13	0.000000	NE
SAOUHSC_02013	SAOUHSC_02013	conserved hypothetical protein	37	50	3	31	0.000000	NE
SAOUHSC_02014	SAOUHSC_02014	conserved hypothetical protein	14	15	1	2	0.000000	NE
SAOUHSC_02015	SAOUHSC_02015	hypothetical phage protein	0	10	10	81	-1.000000	S
SAOUHSC_02016	SAOUHSC_02016	conserved hypothetical phage protein	0	22	22	175	1.000000	E
SAOUHSC_02017	SAOUHSC_02017	conserved hypothetical phage protein	0	14	14	107	-1.000000	S
SAOUHSC_02018	SAOUHSC_02018	conserved hypothetical phage protein	0	13	13	127	-1.000000	S
SAOUHSC_02019	SAOUHSC_02019	autolysin	5	117	86	1038	1.000000	E
SAOUHSC_02020	SAOUHSC_02020	holin	0	35	35	428	1.000000	E
SAOUHSC_02021	SAOUHSC_02021	phi ETA orf 63-like protein	2	41	28	256	0.999950	E
SAOUHSC_02022	SAOUHSC_02022	phage tail fiber protein%2C putative	0	99	99	1162	1.000000	E
SAOUHSC_02023	SAOUHSC_02023	bifunctional autolysin precursor	4	191	68	695	0.999700	E
SAOUHSC_02025	SAOUHSC_02025	phi SLT orf 99-like protein	4	26	12	128	0.015950	NE
SAOUHSC_02026	SAOUHSC_02026	phi ETA orf 58-like protein-related protein	0	16	16	142	-1.000000	S
SAOUHSC_02027	SAOUHSC_02027	SLT orf 129-like protein	0	30	30	363	1.000000	E
SAOUHSC_02028	SAOUHSC_02028	phiETA ORF57-like protein	1	164	82	920	1.000000	E
SAOUHSC_02029	SAOUHSC_02029	phi ETA orf 56-like protein	2	188	140	1400	0.497550	U
SAOUHSC_02030	SAOUHSC_02030	phi ETA orf 55-like protein	1	176	146	1615	0.999450	E
SAOUHSC_02031	SAOUHSC_02031	conserved hypothetical phage protein	1	94	50	524	1.000000	E
SAOUHSC_02033	SAOUHSC_02033	phage tape measure protein	7	353	129	1263	0.499700	U
SAOUHSC_02034	SAOUHSC_02034	conserved hypothetical phage protein	0	35	35	338	1.000000	E
SAOUHSC_02035	SAOUHSC_02035	conserved hypothetical phage protein	1	29	18	212	0.998550	E
SAOUHSC_02036	SAOUHSC_02036	phage structural protein%2C putative	0	45	45	541	1.000000	E
SAOUHSC_02037	SAOUHSC_02037	conserved hypothetical phage protein	0	38	38	358	0.999950	E
SAOUHSC_02038	SAOUHSC_02038	phage protein%2C HK97 gp10 family	0	33	33	316	1.000000	E
SAOUHSC_02040	SAOUHSC_02040	conserved hypothetical phage protein	0	29	29	280	1.000000	E
SAOUHSC_02041	SAOUHSC_02041	phi Mu50B-like protein	1	28	18	194	0.997350	E
SAOUHSC_02042	SAOUHSC_02042	phi Mu50B-like protein	0	23	23	259	1.000000	E
SAOUHSC_02043	SAOUHSC_02043	phage head protein%2C putative	1	74	69	864	1.000000	E
SAOUHSC_02044	SAOUHSC_02044	conserved hypothetical phage protein	0	34	34	602	0.827250	U
SAOUHSC_02046	SAOUHSC_02046	conserved hypothetical phage protein	0	20	20	155	1.000000	E
SAOUHSC_02047	SAOUHSC_02047	phage putative head morphogenesis protein%2C SPP1 gp7 family domain protein	2	79	43	565	1.000000	E
SAOUHSC_02048	SAOUHSC_02048	phage portal protein%2C SPP1 family	6	150	47	497	1.000000	E
SAOUHSC_02049	SAOUHSC_02049	phage terminase%2C large subunit%2C PBSX family	19	113	77	848	1.000000	E
