#Tn5 Gaps
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit tn5gaps bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig BW25113.prot_table transit_res/sum_all_1_BW25113.tab -r Sum
#Data: bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig
#Annotation path: BW25113.prot_table
#Time: 126.894939184
#Essential gene count: 455
#Minimum reads: 1
#Replicate combination method: Sum
#Minimum significant run length: 80
#Expected run length: 5.13993
#Expected max run length: 59.4475978239
#Orf	Name	Desc	k	n	r	ovr	lenovr	pval	padj	call
BW25113_2800	fucA	-	195	645	36	36	36	1.00000	1.00000	Non-essential
BW25113_2801	fucP	fucose permease	400	1314	24	24	24	1.00000	1.00000	Non-essential
BW25113_2802	fucI	-	382	1773	33	33	48	0.99995	1.00000	Non-essential
BW25113_2803	fucK	-	319	1446	33	33	33	1.00000	1.00000	Non-essential
BW25113_2804	fucU	protein of fucose operon	88	420	32	32	32	1.00000	1.00000	Non-essential
BW25113_2805	fucR	positive regulator of the fuc operon	160	729	38	38	38	1.00000	1.00000	Non-essential
BW25113_2806	rlmM	-	201	1098	42	42	42	1.00000	1.00000	Non-essential
BW25113_2807	ygdD	-	107	393	17	17	17	1.00000	1.00000	Non-essential
BW25113_2808	gcvA	positive regulator of gcv operon	152	915	38	38	38	1.00000	1.00000	Non-essential
BW25113_2809	ygdI	-	66	225	29	29	31	1.00000	1.00000	Non-essential
BW25113_2810	csdA	-	251	1203	32	35	37	1.00000	1.00000	Non-essential
BW25113_2811	csdE	-	72	441	50	50	50	0.99774	1.00000	Non-essential
BW25113_2812	tcdA	putative enzyme	162	804	31	31	31	1.00000	1.00000	Non-essential
BW25113_2813	mltA	-	206	1095	31	31	31	1.00000	1.00000	Non-essential
BW25113_2814	metZ	-	7	74	30	33	46	1.00000	1.00000	Non-essential
BW25113_2815	metW	-	8	74	13	13	13	1.00000	1.00000	Non-essential
BW25113_2816	metV	-	7	74	20	20	20	1.00000	1.00000	Non-essential
BW25113_2817	amiC	-	275	1251	34	34	34	1.00000	1.00000	Non-essential
BW25113_2818	argA	N-acetylglutamate synthase%3B amino acid acetyltransferase	249	1329	29	29	29	1.00000	1.00000	Non-essential
BW25113_2819	recD	DNA helicase%2C ATP-dependent dsDNA/ssDNA exonuclease V subunit%2C ssDNA endonuclease	317	1824	43	43	43	1.00000	1.00000	Non-essential
BW25113_2820	recB	DNA helicase%2C ATP-dependent dsDNA/ssDNA exonuclease V subunit%2C ssDNA endonuclease	442	3540	48	48	48	0.99995	1.00000	Non-essential
BW25113_2821	ptrA	-	612	2886	37	37	37	1.00000	1.00000	Non-essential
BW25113_2822	recC	DNA helicase%2C ATP-dependent dsDNA/ssDNA exonuclease V subunit%2C ssDNA endonuclease	514	3366	56	56	56	0.76405	1.00000	Non-essential
BW25113_2823	ppdC	prepilin peptidase dependent protein C	75	321	24	24	24	1.00000	1.00000	Non-essential
BW25113_2824	ygdB	-	65	405	34	34	34	1.00000	1.00000	Non-essential
BW25113_2825	ppdB	prepilin peptidase dependent protein B	119	561	23	23	23	1.00000	1.00000	Non-essential
BW25113_2826	ppdA	prepilin peptidase dependent protein A	114	468	20	20	20	1.00000	1.00000	Non-essential
BW25113_2827	thyA	-	6	792	328	328	329	0.00000	0.00000	Essential
BW25113_2828	lgt	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase%3B a major membrane phospholipid	20	873	192	192	192	0.00000	0.00000	Essential
BW25113_2829	ptsP	PTS system%2C enzyme I%2C transcriptional regulator (with NPR and NTR proteins)	488	2244	45	45	45	1.00000	1.00000	Non-essential
BW25113_2830	rppH	putative invasion protein	64	528	27	27	27	1.00000	1.00000	Non-essential
BW25113_2831	mutH	methyl-directed mismatch repair	136	687	24	24	24	1.00000	1.00000	Non-essential
BW25113_2832	ygdQ	putative transport protein	182	711	32	32	32	1.00000	1.00000	Non-essential
BW25113_2833	ygdR	-	54	216	20	23	24	1.00000	1.00000	Non-essential
BW25113_2834	tas	-	247	1038	44	44	44	1.00000	1.00000	Non-essential
BW25113_2835	lplT	putative resistance proteins	279	1191	37	37	37	1.00000	1.00000	Non-essential
BW25113_2836	aas	2-acyl-glycerophospho-ethanolamine acyltransferase%3B acyl-acyl-carrier protein synthetase	496	2157	43	43	43	1.00000	1.00000	Non-essential
BW25113_2837	galR	repressor of galETK operon	228	1029	25	25	25	1.00000	1.00000	Non-essential
BW25113_2838	lysA	diaminopimelate decarboxylase	274	1260	40	40	40	1.00000	1.00000	Non-essential
BW25113_2839	lysR	positive regulator for lys	222	933	25	25	25	1.00000	1.00000	Non-essential
BW25113_2840	ygeA	putative resistance proteins	146	690	62	62	62	0.28987	1.00000	Non-essential
BW25113_2841	araE	low-affinity L-arabinose transport system proton symport protein	396	1416	37	37	37	1.00000	1.00000	Non-essential
BW25113_2842	kduD	-	283	759	35	35	35	1.00000	1.00000	Non-essential
BW25113_2843	kduI	homolog of pectin degrading enzyme 5-keto 4-deoxyuronate isomerase	297	834	23	23	23	1.00000	1.00000	Non-essential
BW25113_2844	yqeF	putative acyltransferase	326	1179	18	18	18	1.00000	1.00000	Non-essential
BW25113_2845	yqeG	putative transporter protein	602	1227	23	23	23	1.00000	1.00000	Non-essential
BW25113_2846	yqeH	-	145	630	41	41	41	1.00000	1.00000	Non-essential
BW25113_2847	yqeI	putative sensory transducer	161	807	67	67	67	0.09800	0.71838	Non-essential
BW25113_2848	yqeJ	-	31	480	66	66	66	0.12288	0.87829	Non-essential
BW25113_2849	yqeK	-	32	423	106	106	106	0.00001	0.00011	Essential
BW25113_2851	ygeG	-	36	489	83	83	83	0.00222	0.02224	Essential
BW25113_2852	ygeH	putative invasion protein	147	1374	87	87	87	0.00085	0.00881	Essential
BW25113_2853	ygeI	-	28	216	52	52	77	0.00932	0.08337	Non-essential
BW25113_2860	insD1	-	466	903	10	10	10	1.00000	1.00000	Non-essential
BW25113_2861	insC1	-	180	363	22	22	22	1.00000	1.00000	Non-essential
BW25113_2864	glyU	-	37	71	5	5	5	1.00000	1.00000	Non-essential
BW25113_2865	ygeR	putative lipoprotein	253	753	18	18	18	1.00000	1.00000	Non-essential
BW25113_2866	xdhA	-	529	2256	33	33	33	1.00000	1.00000	Non-essential
BW25113_2867	xdhB	-	187	876	36	36	36	1.00000	1.00000	Non-essential
BW25113_2868	xdhC	-	127	477	18	18	18	1.00000	1.00000	Non-essential
BW25113_2869	ygeV	putative transcriptional regulator	657	1776	42	42	42	1.00000	1.00000	Non-essential
BW25113_2870	ygeW	putative carbamoyl transferase	380	1188	29	29	29	1.00000	1.00000	Non-essential
BW25113_2871	ygeX	putative diaminopropionate ammonia-lyase	270	1194	29	29	29	1.00000	1.00000	Non-essential
BW25113_2872	ygeY	putative deacetylase	267	1209	31	31	31	1.00000	1.00000	Non-essential
BW25113_2873	hyuA	-	269	1383	54	54	54	0.90304	1.00000	Non-essential
BW25113_2874	yqeA	putative kinase	197	930	37	37	37	1.00000	1.00000	Non-essential
BW25113_2875	yqeB	putative synthases	366	1623	28	28	28	1.00000	1.00000	Non-essential
BW25113_2876	yqeC	-	247	768	23	23	23	1.00000	1.00000	Non-essential
BW25113_2877	mocA	-	262	576	32	32	32	1.00000	1.00000	Non-essential
BW25113_2878	ygfK	putative oxidoreductase%2C Fe-S subunit	730	3096	37	37	37	1.00000	1.00000	Non-essential
BW25113_2879	ssnA	-	289	1326	34	34	34	1.00000	1.00000	Non-essential
BW25113_2880	ygfM	-	167	777	25	25	25	1.00000	1.00000	Non-essential
BW25113_2881	xdhD	-	625	2868	34	34	34	1.00000	1.00000	Non-essential
BW25113_2882	xanQ	-	419	1398	25	25	25	1.00000	1.00000	Non-essential
BW25113_2883	guaD	-	312	1317	35	35	35	1.00000	1.00000	Non-essential
BW25113_2886	ygfS	putative oxidoreductase%2C Fe-S subunit	129	486	23	23	23	1.00000	1.00000	Non-essential
BW25113_2887	ygfT	putative oxidoreductase%2C Fe-S subunit	481	1917	26	26	26	1.00000	1.00000	Non-essential
BW25113_2888	uacT	putative permease	682	1446	13	13	13	1.00000	1.00000	Non-essential
BW25113_2889	idi	-	199	546	11	12	24	1.00000	1.00000	Non-essential
BW25113_2890	lysS	lysine tRNA synthetase%2C constitutive%3B suppressor of ColE1 mutation in primer RNA	32	1515	306	306	306	0.00000	0.00000	Essential
BW25113_2891	prfB	an in-frame premature UGA termination codon is located within the prfB sequence%2C and a naturally occuring +1 frameshift is required for synthesis of RF-2	12	1096	273	273	273	0.00000	0.00000	Essential
BW25113_2892	recJ	ssDNA exonuclease%2C 5' --> 3' specific	415	1731	45	45	45	1.00000	1.00000	Non-essential
BW25113_2893	dsbC	-	167	708	32	32	32	1.00000	1.00000	Non-essential
BW25113_2894	xerD	-	127	894	46	46	46	1.00000	1.00000	Non-essential
BW25113_2895	fldB	-	118	519	19	19	19	1.00000	1.00000	Non-essential
BW25113_2896	cptA	-	87	405	21	21	21	1.00000	1.00000	Non-essential
BW25113_2897	sdhE	-	46	264	22	22	22	1.00000	1.00000	Non-essential
BW25113_2898	ygfZ	-	48	978	95	95	95	0.00012	0.00138	Essential
BW25113_2899	yqfA	putative oxidoreductase	133	657	31	31	31	1.00000	1.00000	Non-essential
BW25113_2900	yqfB	-	56	309	40	40	40	1.00000	1.00000	Non-essential
BW25113_2901	bglA	6-phospho-beta-glucosidase A%3B cryptic	336	1437	36	36	36	1.00000	1.00000	Non-essential
BW25113_2902	ygfF	putative oxidoreductase	154	741	34	34	34	1.00000	1.00000	Non-essential
BW25113_2903	gcvP	glycine decarboxylase%2C P protein of glycine cleavage system	627	2871	39	39	39	1.00000	1.00000	Non-essential
BW25113_2904	gcvH	in glycine cleavage complex%2C carrier of aminomethyl moiety via covalently bound lipoyl cofactor	80	387	24	24	24	1.00000	1.00000	Non-essential
BW25113_2905	gcvT	aminomethyltransferase (T protein%3B tetrahydrofolate-dependent) of glycine cleavage system	221	1092	36	36	36	1.00000	1.00000	Non-essential
BW25113_2906	ubiI	-	258	1200	33	36	48	0.99995	1.00000	Non-essential
BW25113_2907	ubiH	2-octaprenyl-6-methoxyphenol--> 2-octaprenyl-6-methoxy-1%2C 4-benzoquinone	49	1176	155	155	155	0.00000	0.00000	Essential
BW25113_2908	pepP	-	173	1323	47	47	47	1.00000	1.00000	Non-essential
BW25113_2909	ygfB	-	141	576	19	19	19	1.00000	1.00000	Non-essential
BW25113_2910	zapA	-	81	327	21	21	21	1.00000	1.00000	Non-essential
BW25113_2911	ssrS	-	21	180	25	25	25	1.00000	1.00000	Non-essential
BW25113_2912	fau	putative ligase	104	546	23	23	23	1.00000	1.00000	Non-essential
BW25113_2913	serA	-	288	1230	38	38	38	1.00000	1.00000	Non-essential
BW25113_2914	rpiA	ribosephosphate isomerase%2C constitutive	55	657	52	52	52	0.97696	1.00000	Non-essential
BW25113_2916	argP	replication initiation inhibitor%2C binds to 13-mers at oriC	198	891	27	27	27	1.00000	1.00000	Non-essential
BW25113_2917	scpA	methylmalonyl-CoA mutase (MCM)	420	2142	35	35	35	1.00000	1.00000	Non-essential
BW25113_2918	argK	-	190	993	26	26	26	1.00000	1.00000	Non-essential
BW25113_2919	scpB	putative enzyme	135	783	35	35	35	1.00000	1.00000	Non-essential
BW25113_2920	scpC	putative coenzyme A transferase	279	1476	55	55	55	0.84050	1.00000	Non-essential
BW25113_2921	ygfI	putative transcriptional regulator LYSR-type	329	894	35	35	35	1.00000	1.00000	Non-essential
BW25113_2922	yggE	putative actin	171	738	23	23	23	1.00000	1.00000	Non-essential
BW25113_2923	argO	-	166	633	21	21	21	1.00000	1.00000	Non-essential
BW25113_2924	mscS	-	260	858	21	21	21	1.00000	1.00000	Non-essential
BW25113_2925	fbaA	-	11	1077	315	315	315	0.00000	0.00000	Essential
BW25113_2926	pgk	-	19	1161	281	281	281	0.00000	0.00000	Essential
BW25113_2927	epd	-	183	1017	33	33	33	1.00000	1.00000	Non-essential
BW25113_2928	yggC	putative kinase	178	711	33	33	33	1.00000	1.00000	Non-essential
BW25113_2929	yggD	putative transcriptional regulator	116	507	22	22	22	1.00000	1.00000	Non-essential
BW25113_2930	yggF	-	242	963	23	23	23	1.00000	1.00000	Non-essential
BW25113_2933	cmtA	PTS system%2C mannitol-specific enzyme II component%2C cryptic	642	1386	23	23	23	1.00000	1.00000	Non-essential
BW25113_2934	cmtB	PTS system%2C mannitol-specific enzyme II component%2C cryptic	110	441	32	32	51	0.99171	1.00000	Non-essential
BW25113_2935	tktA	transketolase 1 isozyme	115	1989	174	174	174	0.00000	0.00000	Essential
BW25113_2936	loiP	-	159	756	30	30	30	1.00000	1.00000	Non-essential
BW25113_2937	speB	-	209	918	20	20	20	1.00000	1.00000	Non-essential
BW25113_2938	speA	biosynthetic arginine decarboxylase	469	1974	27	27	27	1.00000	1.00000	Non-essential
BW25113_2939	yqgB	-	19	129	24	24	27	1.00000	1.00000	Non-essential
BW25113_2940	yqgC	-	54	213	21	24	33	1.00000	1.00000	Non-essential
BW25113_2942	metK	methionine adenosyltransferase 1 (AdoMet synthetase)%3B methyl and propylamine donor%2C corepressor of met genes	19	1152	367	367	367	0.00000	0.00000	Essential
BW25113_2943	galP	galactose-proton symport of transport system	354	1392	23	23	23	1.00000	1.00000	Non-essential
BW25113_2944	yggI	-	112	495	37	37	37	1.00000	1.00000	Non-essential
BW25113_2945	endA	-	158	705	41	41	41	1.00000	1.00000	Non-essential
BW25113_2946	rsmE	-	160	729	44	44	44	1.00000	1.00000	Non-essential
BW25113_2947	gshB	-	190	948	27	27	27	1.00000	1.00000	Non-essential
BW25113_2948	yqgE	-	76	561	33	33	33	1.00000	1.00000	Non-essential
BW25113_2949	yqgF	-	10	414	197	197	197	0.00000	0.00000	Essential
BW25113_2950	yggR	putative protein transport	226	978	25	25	25	1.00000	1.00000	Non-essential
BW25113_2951	yggS	-	125	702	37	37	37	1.00000	1.00000	Non-essential
BW25113_2952	yggT	conserved hypothetical integral membrane protein	144	564	25	25	25	1.00000	1.00000	Non-essential
BW25113_2953	yggU	-	51	288	37	37	37	1.00000	1.00000	Non-essential
BW25113_2954	rdgB	putative ribosomal protein	124	591	47	47	47	1.00000	1.00000	Non-essential
BW25113_2955	yggW	putative oxidase	237	1134	35	35	35	1.00000	1.00000	Non-essential
BW25113_2956	yggM	putative alpha helix chain	198	1005	41	41	41	1.00000	1.00000	Non-essential
BW25113_2957	ansB	-	278	1044	25	25	33	1.00000	1.00000	Non-essential
BW25113_2958	yggN	-	189	717	23	23	23	1.00000	1.00000	Non-essential
BW25113_2959	yggL	-	54	324	29	29	29	1.00000	1.00000	Non-essential
BW25113_2960	trmI	-	159	717	40	40	40	1.00000	1.00000	Non-essential
BW25113_2961	mutY	adenine glycosylase%3B G.C --> T.A transversions	208	1050	40	40	40	1.00000	1.00000	Non-essential
BW25113_2962	yggX	-	64	273	14	14	14	1.00000	1.00000	Non-essential
BW25113_2963	mltC	-	284	1077	20	20	20	1.00000	1.00000	Non-essential
BW25113_2964	nupG	transport of nucleosides%2C permease protein	331	1254	28	28	28	1.00000	1.00000	Non-essential
BW25113_2965	speC	ornithine decarboxylase isozyme	465	2133	33	33	33	1.00000	1.00000	Non-essential
BW25113_2966	yqgA	putative transport protein	160	705	23	23	23	1.00000	1.00000	Non-essential
BW25113_2967	pheV	-	12	73	33	33	33	1.00000	1.00000	Non-essential
BW25113_2968	yghD	putative secretion pathway protein	155	534	37	37	37	1.00000	1.00000	Non-essential
BW25113_2971	yghG	-	170	408	37	37	37	1.00000	1.00000	Non-essential
BW25113_2972	pppA	-	300	807	19	19	19	1.00000	1.00000	Non-essential
BW25113_2975	glcA	putative permease	840	1680	23	23	23	1.00000	1.00000	Non-essential
BW25113_2976	glcB	-	540	2169	28	28	28	1.00000	1.00000	Non-essential
BW25113_2977	glcG	-	78	402	31	31	31	1.00000	1.00000	Non-essential
BW25113_2979	glcD	glycolate oxidase subunit D	335	1497	25	25	25	1.00000	1.00000	Non-essential
BW25113_2980	glcC	transcriptional activator for glc operon	162	762	23	23	23	1.00000	1.00000	Non-essential
BW25113_2982	insH1	-	545	1014	9	9	9	1.00000	1.00000	Non-essential
BW25113_2983	yghQ	-	239	1065	23	23	23	1.00000	1.00000	Non-essential
BW25113_2984	yghR	-	140	756	41	41	41	1.00000	1.00000	Non-essential
BW25113_2985	yghS	-	249	711	30	30	30	1.00000	1.00000	Non-essential
BW25113_2986	yghT	-	250	690	18	18	18	1.00000	1.00000	Non-essential
BW25113_2987	pitB	low-affinity phosphate transport	505	1497	28	28	28	1.00000	1.00000	Non-essential
BW25113_2988	gss	glutathionylspermidine synthetase/amidase	472	1857	46	46	46	1.00000	1.00000	Non-essential
BW25113_2989	yghU	-	148	864	32	32	32	1.00000	1.00000	Non-essential
BW25113_2990	hybG	hydrogenase-2 operon protein: may effect maturation of large subunit of hydrogenase-2	62	246	15	15	15	1.00000	1.00000	Non-essential
BW25113_2991	hybF	may modulate levels of hydrogenease-2	77	339	23	23	23	1.00000	1.00000	Non-essential
BW25113_2992	hybE	member of hyb operon	101	486	33	33	33	1.00000	1.00000	Non-essential
BW25113_2993	hybD	probable processing element for hydrogenase-2	97	492	19	19	19	1.00000	1.00000	Non-essential
BW25113_2994	hybC	probable large subunit%2C hydrogenase-2	430	1701	32	32	32	1.00000	1.00000	Non-essential
BW25113_2995	hybB	probable cytochrome Ni/Fe component of hydrogenase-2	325	1176	34	34	34	1.00000	1.00000	Non-essential
BW25113_2996	hybA	hydrogenase-2 small subunit	252	984	29	29	29	1.00000	1.00000	Non-essential
BW25113_2997	hybO	-	317	1116	33	33	33	1.00000	1.00000	Non-essential
BW25113_2998	yghW	-	99	285	11	13	23	1.00000	1.00000	Non-essential
BW25113_3001	gpr	putative reductase	247	1038	71	71	71	0.03873	0.31387	Non-essential
BW25113_3002	yqhA	-	106	492	24	24	24	1.00000	1.00000	Non-essential
BW25113_3003	yghA	-	189	882	46	46	46	1.00000	1.00000	Non-essential
BW25113_3005	exbD	uptake of enterochelin%3B tonB-dependent uptake of B colicins	69	423	26	26	26	1.00000	1.00000	Non-essential
BW25113_3006	exbB	uptake of enterochelin%3B tonB-dependent uptake of B colicins	155	732	29	29	29	1.00000	1.00000	Non-essential
BW25113_3008	metC	cystathionine beta-lyase (beta-cystathionase)	285	1185	22	22	22	1.00000	1.00000	Non-essential
BW25113_3009	yghB	-	150	657	26	26	26	1.00000	1.00000	Non-essential
BW25113_3010	yqhC	putative ARAC-type regulatory protein	186	954	62	62	71	0.03873	0.31387	Non-essential
BW25113_3011	yqhD	putative oxidoreductase	286	1161	23	23	23	1.00000	1.00000	Non-essential
BW25113_3012	dkgA	-	189	825	35	35	35	1.00000	1.00000	Non-essential
BW25113_3013	yqhG	-	235	924	24	24	24	1.00000	1.00000	Non-essential
BW25113_3014	yqhH	-	75	255	14	14	14	1.00000	1.00000	Non-essential
BW25113_3017	ftsP	suppressor of ftsI	382	1410	20	20	20	1.00000	1.00000	Non-essential
BW25113_3018	plsC	-	8	735	383	383	383	0.00000	0.00000	Essential
BW25113_3019	parC	DNA topoisomerase IV subunit A	29	2256	443	443	443	0.00000	0.00000	Essential
BW25113_3020	ygiS	putative transport periplasmic protein	437	1605	36	36	36	1.00000	1.00000	Non-essential
BW25113_3021	mqsA	-	59	393	155	155	155	0.00000	0.00000	Essential
BW25113_3022	mqsR	-	150	294	13	13	13	1.00000	1.00000	Non-essential
BW25113_3023	ygiV	-	129	480	27	27	27	1.00000	1.00000	Non-essential
BW25113_3024	ygiW	-	112	390	15	15	15	1.00000	1.00000	Non-essential
BW25113_3025	qseB	putative 2-component transcriptional regulator	183	657	19	19	19	1.00000	1.00000	Non-essential
BW25113_3026	qseC	putative 2-component sensor protein	346	1347	26	26	26	1.00000	1.00000	Non-essential
BW25113_3027	ygiZ	-	55	330	41	41	41	1.00000	1.00000	Non-essential
BW25113_3028	mdaB	modulator of drug activity B	171	579	28	28	28	1.00000	1.00000	Non-essential
BW25113_3029	ygiN	-	103	312	17	17	17	1.00000	1.00000	Non-essential
BW25113_3030	parE	DNA topoisomerase IV subunit B	26	1890	310	310	310	0.00000	0.00000	Essential
BW25113_3031	yqiA	-	123	579	37	37	37	1.00000	1.00000	Non-essential
BW25113_3032	cpdA	-	209	825	30	30	30	1.00000	1.00000	Non-essential
BW25113_3033	yqiB	putative enzyme	93	420	43	43	43	1.00000	1.00000	Non-essential
BW25113_3034	nudF	-	149	627	21	21	21	1.00000	1.00000	Non-essential
BW25113_3035	tolC	outer membrane channel%3B specific tolerance to colicin E1%3B segregation of daughter chromosomes	332	1479	57	57	57	0.67893	1.00000	Non-essential
BW25113_3037	ygiB	-	162	669	23	23	23	1.00000	1.00000	Non-essential
BW25113_3038	ygiC	putative synthetase/amidase	285	1158	26	26	26	1.00000	1.00000	Non-essential
BW25113_3039	ygiD	-	236	786	20	20	20	1.00000	1.00000	Non-essential
BW25113_3040	zupT	-	265	771	17	17	17	1.00000	1.00000	Non-essential
BW25113_3041	ribB	3%2C4 dihydroxy-2-butanone-4-phosphate synthase	35	651	201	201	201	0.00000	0.00000	Essential
BW25113_3042	yqiC	-	80	288	32	32	32	1.00000	1.00000	Non-essential
BW25113_3043	ygiL	putative fimbrial-like protein	253	549	20	20	20	1.00000	1.00000	Non-essential
BW25113_3044	insC1	-	183	363	22	22	22	1.00000	1.00000	Non-essential
BW25113_3045	insD1	-	452	903	10	10	10	1.00000	1.00000	Non-essential
BW25113_3047	yqiH	putative membrane protein	237	747	29	29	29	1.00000	1.00000	Non-essential
BW25113_3048	yqiI	-	373	1062	48	48	48	0.99995	1.00000	Non-essential
BW25113_3049	glgS	glycogen biosynthesis%2C rpoS dependent	125	198	22	22	22	1.00000	1.00000	Non-essential
BW25113_3050	yqiJ	putative oxidoreductase	289	627	46	46	46	1.00000	1.00000	Non-essential
BW25113_3051	yqiK	putative membrane protein	403	1659	35	35	35	1.00000	1.00000	Non-essential
BW25113_3052	hldE	-	160	1431	43	43	43	1.00000	1.00000	Non-essential
BW25113_3053	glnE	adenylylating enzyme for glutamine synthetase	697	2838	33	33	33	1.00000	1.00000	Non-essential
BW25113_3054	ygiF	-	327	1299	29	29	29	1.00000	1.00000	Non-essential
BW25113_3055	ygiM	-	156	618	19	19	19	1.00000	1.00000	Non-essential
BW25113_3056	cca	tRNA nucleotidyl transferase	34	1236	277	277	277	0.00000	0.00000	Essential
BW25113_3057	bacA	bacitracin resistance%3B possibly phosphorylates undecaprenol	190	819	29	29	29	1.00000	1.00000	Non-essential
BW25113_3058	folB	putative kinase	13	366	57	57	57	0.67893	1.00000	Non-essential
BW25113_3059	plsY	-	151	615	25	25	25	1.00000	1.00000	Non-essential
BW25113_3060	ttdR	putative transcriptional regulator LYSR-type	404	930	34	34	34	1.00000	1.00000	Non-essential
BW25113_3061	ttdA	L-tartrate dehydratase%2C subunit A	304	909	25	25	25	1.00000	1.00000	Non-essential
BW25113_3062	ttdB	L-tartrate dehydratase%2C subunit B	121	603	26	26	26	1.00000	1.00000	Non-essential
BW25113_3063	ttdT	-	335	1461	51	51	51	0.99171	1.00000	Non-essential
BW25113_3064	tsaD	putative O-sialoglycoprotein endopeptidase	13	1011	406	406	406	0.00000	0.00000	Essential
