Orf ID	Feature Type(1:gene 2:rRNA 3:tRNA 4:ncRNA 7:tmRNA 8:sRNA)	Orf	Alternative name	MapPosition	Start(BP)	End(BP)	Length(BP)	Direction(0:+ 1:-)	Class(1:essential 2:noessential 3:unknown)	PID	Product	PMID
2627	1	ygaC	b2671,ECK2665,f114,JW2646	60.29890060424805	2797672	2798016	345	1	2	1789026	hypothetical protein	
2628	1	ygaM	b2672,ECK2666,JW2647,o113,o300	60.309600830078125	2798168	2798497	330	0	2	452909628	ribosome-binding protein, probably membrane-anchored, function unknown	
2629	1	nrdH	b2673,ECK2667,JW2648,o81,o840,ygaN	60.321998596191406	2798745	2798990	246	0	2	1789028	hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein	
2630	1	nrdI	b2674,ECK2668,JW2649,o136,o411,ygaO	60.32720184326172	2798987	2799397	411	0	2	1789029	flavodoxin required for NrdEF cluster assembly	
2631	1	nrdE	b2675,ECK2669,JW2650,o714	60.33549880981445	2799370	2801514	2145	0	2	1789030	ribonucleoside-diphosphate reductase 2, alpha subunit	8820648
2632	1	nrdF	b2676,ECK2670,JW2651,o319,ygaD	60.381900787353516	2801524	2802483	960	0	2	1789031	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein	8820648
2633	1	proV	b2677,ECK2671,JW2652,o400,osrA,proU	60.41019821166992	2802837	2804039	1203	0	2	1789032	glycine betaine transporter subunit	
2634	1	proW	b2678,ECK2672,JW2653,o354,osrA,proU	60.43600082397461	2804032	2805096	1065	0	2	1789033	glycine betaine transporter subunit	
2635	1	proX	b2679,ECK2673,JW2654,osrA,proU	60.46009826660156	2805154	2806146	993	0	2	1789034	glycine betaine transporter subunit	
2636	1	ygaY	b2680,b2681,ECK2674,JW2655,o305,o88,ygaX	60.48569869995117	2806338	2807515	1178	0	2			
2638	1	ygaZ	b2682,ECK2676,JW2657,o245	60.51369857788086	2807639	2808376	738	0	2	1789038	putative L-valine exporter, norvaline resistance	
2640	1	ygaH	b2683,ECK2677,JW2658,o111	60.52939987182617	2808366	2808701	336	0	2	1789039	putative L-valine exporter, norvaline resistance	
2639	1	mprA	b2684,ECK2678,emrR,JW2659	60.53860092163086	2808792	2809322	531	0	2	1789040	DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux	1840583
2641	1	emrA	b2685,ECK2679,JW2660	60.55270004272461	2809449	2810621	1173	0	2	1789041	multidrug efflux system	1409590
2642	1	emrB	b2686,ECK2680,JW2661	60.57830047607422	2810638	2812176	1539	0	2	1789042	multidrug efflux system protein	1409590
2643	1	luxS	b2687,ECK2681,f171,JW2662,ygaG	60.61289978027344	2812240	2812755	516	1	2	1789043	S-ribosylhomocysteine lyase	
10149	4	micA	b4442,ECK2682,JWR0246,psrA10,sraD	60.6254997253418	2812824	2812901	78	0	2		sRNA antisense regulator of ompA, lamB, ompX, and phoP; Hfq-dependent	
2644	1	gshA	b2688,ECK2683,gshI,JW2663	60.627201080322266	2812905	2814461	1557	1	2	1789044	glutamate-cysteine ligase	
2645	1	yqaA	b2689,ECK2684,f142,JW2664	60.66230010986328	2814534	2814962	429	1	2	1789045	inner membrane protein, COG1238 family	
2646	1	yqaB	b2690,ECK2685,f188,JW2665	60.67150115966797	2814959	2815525	567	1	2	1789046	fructose-1-P and 6-phosphogluconate phosphatase	
44	3	argQ	argVdelta,b2691,ECK2686,JWR0057	60.689701080322266	2815806	2815882	77	1	2		tRNA-Arg	9729611
45	3	argZ	argVgamma,b2692,ECK2687,JWR0058	60.695701599121094	2816081	2816157	77	1	2		tRNA-Arg	9729611
46	3	argY	argVbeta,b2693,ECK2688,JWR0059	60.69860076904297	2816220	2816296	77	1	2		tRNA-Arg	9729611
47	3	argV	argValpha,b2694,ECK2689,JWR0060	60.7046012878418	2816495	2816571	77	1	2		tRNA-Arg	9729611
48	3	serV	b2695,ECK2690,JWR0061,supD	60.706298828125	2816575	2816667	93	1	1		tRNA-Ser	
2647	1	csrA	b2696,ECK2691,JW2666,zfiA	60.7150993347168	2816983	2817168	186	1	1	1789047	pleiotropic regulatory protein for carbon source metabolism	
2648	1	alaS	act,ala-act,b2697,ECK2692,JW2667,lovB	60.724098205566406	2817403	2820033	2631	1	1	1789048	alanyl-tRNA synthetase	6086588
2649	1	recX	b2698,ECK2693,JW2668,oraA	60.783599853515625	2820161	2820661	501	1	2	1789050	regulatory protein for RecA	
2650	1	recA	b2699,ECK2694,JW2669,lexB,recH,rnmB,srf,tif,umuB,umuR,zab	60.7958984375	2820730	2821791	1062	1	2	1789051	DNA strand exchange and recombination protein with protease and nuclease activity	
2651	1	pncC	b2700,ECK2695,JW2670,ygaD	60.82040023803711	2821871	2822368	498	1	2	1789052	NMN amidohydrolase	
2652	1	mltB	b2701,ECK2696,JW2671	60.83430099487305	2822513	2823598	1086	1	2	1789053	membrane-bound lytic murein transglycosylase B	
2653	1	srlA	b2702,ECK2697,gutA,JW5429,sbl	60.86320114135742	2823854	2824417	564	0	2	48994904	glucitol/sorbitol-specific enzyme IIC component of PTS	
2654	1	srlE	b2703,ECK2698,gutA,gutE,JW5430,sbl,srlA	60.875301361083984	2824414	2825373	960	0	2	48994905	glucitol/sorbitol-specific enzyme IIB component of PTS	1100602
2655	1	srlB	b2704,ECK2699,gutB,JW2673	60.89619827270508	2825384	2825755	372	0	2	1789056	glucitol/sorbitol-specific enzyme IIA component of PTS	
2656	1	srlD	b2705,ECK2700,gutD,JW2674	60.90420150756836	2825759	2826538	780	0	2	1789057	sorbitol-6-phosphate dehydrogenase	
2657	1	gutM	b2706,ECK2701,JW2675,srlM	60.923301696777344	2826643	2827002	360	0	2	1789058	DNA-binding transcriptional activator of glucitol operon	
2658	1	srlR	b2707,ECK2702,gutR,JW2676,slrR	60.932498931884766	2827069	2827842	774	0	2	1789059	DNA-bindng transcriptional repressor	
2659	1	gutQ	b2708,ECK2703,JW5431,o308,srlQ	60.94900131225586	2827835	2828800	966	0	2	87082151	D-arabinose 5-phosphate isomerase	
2660	1	norR	b2709,ECK2704,f529,JW5843,ygaA	60.96969985961914	2828797	2830311	1515	1	2	87082152	anaerobic nitric oxide reductase DNA-binding transcriptional activator	
2661	1	norV	b2710,ECK2705,flrd,JW2680,o479,o479a,ygaI,ygaJ,ygaK	61.00640106201172	2830498	2831937	1440	0	2	1789064	anaerobic nitric oxide reductase flavorubredoxin	
2662	1	norW	b2711,ECK2706,JW2681,o377,ygaL,ygbD	61.03730010986328	2831934	2833067	1134	0	2	1789065	NADH:flavorubredoxin oxidoreductase	
2663	1	hypF	b2712,ECK2707,hydA,JW5433	61.06449890136719	2833195	2835447	2253	1	2	2367152	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases	
2664	1	hydN	b2713,ECK2708,JW2683	61.11629867553711	2835600	2836127	528	1	2	1789067	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit	
2665	1	ascG	b2714,ECK2709,JW5434,sac	61.13090133666992	2836276	2837286	1011	1	2	345297177	DNA-binding transcriptional repressor	9729611
2666	1	ascF	b2715,ECK2710,JW5435,sac	61.15829849243164	2837546	2839003	1458	0	2	48994906	fused cellobiose/arbutin/salicin-specific PTSenzymes: IIB component/IC component	9729611
2667	1	ascB	b2716,ECK2711,JW2686,sac	61.18989944458008	2839012	2840436	1425	0	2	1789070	cryptic 6-phospho-beta-glucosidase	9729611
2668	1	hycI	b2717,ECK2712,JW2687	61.2239990234375	2840595	2841065	471	1	2	1789072	protease involved in processing C-terminal end of HycE	
2669	1	hycH	b2718,ECK2713,hevH,JW2688	61.23400115966797	2841058	2841468	411	1	2	1789073	protein required for maturation of hydrogenase 3	1625581
2670	1	hycG	b2719,ECK2714,hevG,JW2689	61.242801666259766	2841465	2842232	768	1	2	1789074	hydrogenase 3 and formate hydrogenase complex, HycG subunit	1625581
2671	1	hycF	b2720,ECK2715,hevF,JW2690	61.259300231933594	2842232	2842774	543	1	2	1789075	formate hydrogenlyase complex iron-sulfur protein	1625581
2672	1	hycE	b2721,ECK2716,f569,hevE,JW2691	61.27119827270508	2842784	2844493	1710	1	2	1789076	hydrogenase 3, large subunit	1625581
2673	1	hycD	b2722,ECK2717,hevD,JW2692	61.30839920043945	2844511	2845434	924	1	2	1789077	hydrogenase 3, membrane subunit	
2674	1	hycC	b2723,ECK2718,hevC,JW2693	61.328399658203125	2845437	2847263	1827	1	2	2367154	hydrogenase 3, membrane subunit	
2675	1	hycB	b2724,ECK2719,hevB,JW2694	61.367698669433594	2847260	2847871	612	1	2	1789079	hydrogenase 3, Fe-S subunit	1625581
2676	1	hycA	b2725,ECK2720,hevA,JW2695	61.38349914550781	2847996	2848457	462	1	2	1789080	regulator of the transcriptional regulator FhlA	1625581
2677	1	hypA	b2726,ECK2721,JW2696	61.39799880981445	2848669	2849019	351	0	2	1789081	protein involved in nickel insertion into hydrogenases 3	
2678	1	hypB	b2727,ECK2722,hydB,hydE,JW2697,o290	61.40570068359375	2849023	2849895	873	0	2	1789082	GTP hydrolase involved in nickel liganding into hydrogenases	
2679	1	hypC	b2728,ECK2723,JW2698	61.42430114746094	2849886	2850158	273	0	2	1789083	protein required for maturation of hydrogenases 1 and 3	
2680	1	hypD	b2729,ECK2724,hydF,JW2699	61.43009948730469	2850158	2851279	1122	0	2	1789084	protein required for maturation of hydrogenases	
2681	1	hypE	b2730,ECK2725,hydB,JW2700	61.454200744628906	2851276	2852286	1011	0	2	226510967	carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein	
2682	1	fhlA	b2731,ECK2726,fhl,JW2701	61.47760009765625	2852360	2854438	2079	0	2	1789087	DNA-binding transcriptional activator	1625581
2683	1	ygbA	b2732,ECK2727,JW2702	61.52320098876953	2854475	2854828	354	1	2	1789088	hypothetical protein	
2684	1	mutS	ant,b2733,ECK2728,fdv,JW2703,plm	61.5369987487793	2855115	2857676	2562	0	2	1789089	methyl-directed mismatch repair protein	
2685	1	pphB	b2734,ECK2729,JW2704,o218,o218b,prpB,ygbH	61.594398498535156	2857782	2858438	657	0	2	1789090	serine/threonine-specific protein phosphatase 2	
2686	1	ygbI	b2735,ECK2730,f265,JW2705	61.60969924926758	2858489	2859256	768	1	2	226510968	putative transcriptional regulator, DeoR family	
2687	1	ygbJ	b2736,ECK2731,JW2706,o302,o302b	61.630401611328125	2859452	2860360	909	0	2	1789092	putative dehydrogenase, with NAD(P)-binding Rossmann-fold domain	
2688	1	ygbK	b2737,ECK2732,JW2707,o388	61.649898529052734	2860357	2861523	1167	0	2	1789093	hypothetical protein	
2689	1	ygbL	b2738,ECK2733,JW2708,o212,o212a	61.677101135253906	2861615	2862253	639	0	2	1789094	putative class II aldolase	
2690	1	ygbM	b2739,ECK2734,JW2709,o258	61.69089889526367	2862258	2863034	777	0	2	1789095	hypothetical protein	
2691	1	ygbN	b2740,ECK2735,JW2710,o454	61.709598541259766	2863123	2864487	1365	0	2	1789097	putative transporter	
2692	1	rpoS	abrD,appR,b2741,csi2,dpeB,ECK2736,JW5437,katF,nur,otsX,sigS	61.74100112915039	2864581	2865573	993	1	2	1789098	RNA polymerase, sigma S (sigma 38) factor	7651342
2693	1	nlpD	b2742,ECK2737,JW2712	61.76369857788086	2865636	2866775	1140	1	2	1789099	activator of AmiC murein hydrolase activity, lipoprotein	
2694	1	pcm	b2743,ECK2738,JW2713	61.79130172729492	2866915	2867541	627	1	2	1789100	L-isoaspartate protein carboxylmethyltransferase type II	
2695	1	surE	b2744,ECK2739,f253,JW2714,ygbC	61.8046989440918	2867535	2868296	762	1	2	1789101	broad specificity 5'(3')-nucleotidase and polyphosphatase	
2696	1	truD	b2745,ECK2740,f349,f349c,JW2715,ygbO	61.82059860229492	2868277	2869326	1050	1	2	1789102	tRNA(Glu) pseudouridine(13) synthase	
2697	1	ispF	b2746,ECK2741,JW2716,ygbB	61.84320068359375	2869323	2869802	480	1	1	1789103	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	
2698	1	ispD	b2747,ECK2742,f236,f236a,JW2717,ygbP	61.85350036621094	2869802	2870512	711	1	1	1789104	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	
2699	1	ftsB	b2748,ECK2743,f103,f103a,JW2718,ygbQ	61.86920166015625	2870531	2870842	312	1	1	1789105	cell division protein	11972052
2700	1	ygbE	b2749,ECK2744,JW2719	61.88010025024414	2871036	2871359	324	1	2	1789106	DUF3561 family inner membrane protein	
2701	1	cysC	b2750,ECK2745,JW2720	61.888099670410156	2871409	2872014	606	1	2	1789107	adenosine 5'-phosphosulfate kinase	
2702	1	cysN	b2751,ECK2746,JW2721	61.90119934082031	2872014	2873441	1428	1	2	1789108	sulfate adenylyltransferase, subunit 1	
2703	1	cysD	b2752,ECK2747,JW2722	61.93199920654297	2873443	2874351	909	1	2	1789109	sulfate adenylyltransferase, subunit 2	
2704	1	iap	b2753,ECK2748,JW2723	61.957000732421875	2874603	2875640	1038	0	2	1789111	aminopeptidase in alkaline phosphatase isozyme conversion	
2705	1	ygbF	b2754,cas2,ECK2749,JW5438	61.99980163574219	2876591	2876875	285	1	2	87082153	putative ssRNA endonuclease Cas2, CRISPR adaptation protein	
2706	1	ygbT	b2755,cas1,ECK2750,f305,f305c,JW2725	62.00600051879883	2876877	2877794	918	1	2	1789113	multifunctional endonuclease Cas1, CRISPR adaptation protein; DNA repair enzyme	
2707	1	casE	b2756,cas6e,cse3,ECK2751,f199,JW2726,ygcH	62.026100158691406	2877810	2878409	600	1	2	1789114	CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein	
2708	1	casD	b2757,cas5,ECK2752,f226,JW5844,ygcI	62.038700103759766	2878396	2879070	675	1	2	87082154	CRISP RNA (crRNA) containing Cascade antiviral complex protein	
2709	1	casC	b2758,cas4,cas7,cse4,ECK2753,f363,f363a,JW2728,ygcJ	62.05329895019531	2879073	2880164	1092	1	2	1789116	CRISP RNA (crRNA) containing Cascade antiviral complex protein	
2710	1	casB	b2759,cse2,ECK2754,f160,JW2729,ygcK	62.07709884643555	2880177	2880659	483	1	2	1789117	CRISP RNA (crRNA) containing Cascade antiviral complex protein	
2711	1	casA	b2760,cse1,ECK2755,f502,JW2730,ygcL	62.087398529052734	2880652	2882160	1509	1	2	1789118	CRISP RNA (crRNA) containing Cascade antiviral complex protein	
2712	1	ygcB	b2761,cas3,ECK2756,JW2731	62.12879943847656	2882575	2885241	2667	1	2	1789119	R-loop helicase-annealase Cas3 needed for Cascade anti-viral activity	
10268	4	sokX	b4701,ECK4514	62.18920135498047	2885376	2885431	56	0	2		sok-related sRNA, function unknown	
2713	1	cysH	b2762,ECK2757,JW2732	62.194000244140625	2885600	2886334	735	1	2	1789121	3'-phosphoadenosine 5'-phosphosulfate reductase	
2714	1	cysI	b2763,cysQ,ECK2758,JW2733	62.21139907836914	2886409	2888121	1713	1	2	1789122	sulfite reductase, beta subunit, NAD(P)-binding, heme-binding	
2715	1	cysJ	b2764,cysP,ECK2759,JW2734	62.24829864501953	2888121	2889920	1800	1	2	1789123	sulfite reductase, alpha subunit, flavoprotein	
2716	1	queD	b2765,ECK2760,JW2735,o121,sscR,ygcM	62.29389953613281	2890236	2890601	366	0	2	1789124	6-pyruvoyl tetrahydrobiopterin synthase (PTPS)	
2717	1	ygcN	b2766,ECK2761,JW2736,o433	62.30350112915039	2890679	2891950	1272	0	2	87082155	putative oxidoreductase with FAD/NAD(P)-binding domain	
2719	1	ygcO	b2767,ECK2762,JW2737,o98,o98a	62.3306999206543	2891941	2892201	261	0	2	87082156	putative 4Fe-4S cluster-containing protein	
2718	1	ygcP	b2768,ECK2763,JW2738,o191,o191c	62.336700439453125	2892218	2892793	576	0	2	1789127	putative anti-terminator regulatory protein	
2720	1	ygcQ	b2769,ECK2764,f297,f297b,JW5440	62.35219955444336	2892941	2893801	861	1	2	87082157	putative flavoprotein	
2721	1	ygcR	b2770,ECK2765,f261,JW5441	62.37070083618164	2893798	2894577	780	1	2	87082158	putative flavoprotein	
2722	1	ygcS	b2771,ECK2766,f469,JW5845	62.387001037597656	2894555	2895892	1338	1	2	87082159	putative transporter	
2723	1	ygcU	b2772,b2773,b4463,ECK2767,f218,f264,f264b,JW5442,ygcT,ygcV	62.41790008544922	2895986	2897440	1455	1	2	48994907	putative FAD containing dehydrogenase	
2725	1	ygcW	b2774,ECK2768,f286,JW5443	62.45069885253906	2897510	2898295	786	1	2	87082160	putative dehydrogenase	
2727	1	yqcE	b2775,ECK2769,JW2746,o425,yqcF	62.4744987487793	2898614	2899891	1278	0	2	2367161	inner membrane protein, predicted transporter	
2729	1	ygcE	b2776,ECK2770,JW5444,o492	62.502601623535156	2899918	2901396	1479	0	2	1789138	putative kinase	
2730	1	queE	b2777,ECK2771,f223,JW2748,queE,ygcF	62.5640983581543	2902769	2903440	672	1	2	1789139	7-carboxy-7-deazaguanine synthase; queosine biosynthesis	
10239	1	yqcG	b4682,ECK4497,yohP	62.58150100708008	2903579	2903719	141	0	2	226510969	hypothetical protein	
2731	1	ygcG	b2778,ECK2772,JW5445,o313	62.584800720214844	2903733	2904605	873	0	2	87082161	hypothetical protein	
2732	1	eno	b2779,ECK2773,JW2750	62.60490036010742	2904665	2905963	1299	1	1	1789141	enolase	8988374
2733	1	pyrG	b2780,ECK2774,JW2751	62.63479995727539	2906051	2907688	1638	1	1	1789142	CTP synthetase	
2734	1	mazG	b2781,ECK2775,JW2752	62.67499923706055	2907916	2908707	792	1	2	1789144	nucleoside triphosphate pyrophosphohydrolase	
2735	1	mazF	b2782,chpA,chpAK,ECK2776,JW2753,mazF	62.693599700927734	2908778	2909113	336	1	2	1789145	mRNA interferase toxin, antitoxin is MazE	
2737	1	mazE	b2783,chpAI,chpR,ECK2777,JW2754,mazE,tasA	62.700801849365234	2909113	2909361	249	1	2	1789146	antitoxin of the ChpA-ChpR toxin-antitoxin system	
2736	1	relA	b2784,ECK2778,JW2755,RC	62.707801818847656	2909439	2911673	2235	1	2	1789147	(p)ppGpp synthetase I/GTP pyrophosphokinase	
2738	1	rlmD	b2785,ECK2779,f433,JW2756,rumA,ygcA	62.75699996948242	2911721	2913022	1302	1	2	1789148	23S rRNA m(5)U1939 methyltransferase, SAM-dependent	
2739	1	barA	airS,b2786,ECK2780,gacC,JW2757	62.78630065917969	2913079	2915835	2757	0	2	1789149	hybrid sensory histidine kinase, in two-component regulatory system with UvrY	
2740	1	gudD	b2787,ECK2781,f446a,JW2758,ygcX	62.85070037841797	2916067	2917407	1341	1	2	1789150	(D)-glucarate dehydratase 1	
2741	1	gudX	b2788,ECK2782,f446,f446b,JW2759,ygcY	62.880001068115234	2917428	2918768	1341	1	2	1789151	glucarate dehydratase-related protein, substrate unknown	
2742	1	gudP	b2789,ECK2783,f450,f450a,JW2760,ygcZ	62.90890121459961	2918770	2920122	1353	1	2	1789152	putative D-glucarate transporter	
2743	1	yqcA	b2790,ECK2784,f149,f150b,JW2761	62.9473991394043	2920557	2921006	450	1	2	1789154	putative flavoprotein	
2744	1	truC	b2791,ECK2785,f260,f260a,JW2762,yqcB	62.95750045776367	2921024	2921806	783	1	2	1789155	tRNA(Ile1,Asp) pseudouridine(65) synthase	
2745	1	yqcC	b2792,ECK2786,f109,f109d,JW2763	62.97439956665039	2921806	2922135	330	1	2	1789156	hypothetical protein	
10150	4	csrB	b4408,ECK2787,JWR0062	62.982398986816406	2922178	2922546	369	1	2		CsrA-binding sRNA, antagonizing CsrA regulation	
2746	1	syd	b2793,ECK2788,JW2764,ydr	62.99489974975586	2922757	2923302	546	1	2	1789157	secY-interacting protein	
2747	1	queF	b2794,ECK2789,JW2765,o282,o282b,yqcD	63.00809860229492	2923370	2924218	849	0	2	1789158	7-cyano-7-deazaguanine reductase (NADPH-dependent)	
2748	1	ygdH	b2795,ECK2790,JW2766	63.02880096435547	2924330	2925694	1365	0	2	1789159	conserved protein, UPF0717 family	
2749	1	sdaC	b2796,dcrA,ECK2791,JW2767	63.0702018737793	2926251	2927540	1290	0	2	1789160	putative serine transporter	
2750	1	sdaB	b2797,ECK2792,JW2768	63.09920120239258	2927598	2928965	1368	0	2	1789161	L-serine deaminase II	
2751	1	ygdG	b2798,ECK2793,exo,JW5446,xni	63.131099700927734	2929077	2929832	756	0	2	226510970	Ssb-binding protein, misidentified as ExoIX	
2752	1	fucO	b2799,ECK2794,JW2770	63.14849853515625	2929887	2931035	1149	1	2	345297178	L-1,2-propanediol oxidoreductase	
2753	1	fucA	b2800,ECK2795,fucC,JW2771,prd	63.17390060424805	2931063	2931710	648	1	2	1789164	L-fuculose-1-phosphate aldolase	
2754	1	fucP	b2801,ECK2796,JW2772,prd	63.19960021972656	2932257	2933573	1317	0	2	1789166	L-fucose transporter	
2755	1	fucI	b2802,ECK2797,JW2773	63.22869873046875	2933606	2935381	1776	0	2	1789167	L-fucose isomerase	
2756	1	fucK	b2803,ECK2798,JW2774	63.268699645996094	2935460	2936908	1449	0	2	1789168	L-fuculokinase	
2757	1	fucU	b2804,ECK2799,JW2775	63.29990005493164	2936910	2937332	423	0	2	1789169	L-fucose mutarotase	
2758	1	fucR	b2805,ECK2800,JW2776	63.310298919677734	2937390	2938121	732	0	2	1789170	DNA-binding transcriptional activator	
2759	1	rlmM	b2806,ECK2801,JW2777,ygdE	63.32699966430664	2938165	2939265	1101	1	2	1789171	23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent	
2760	1	ygdD	b2807,ECK2802,JW2778	63.35049819946289	2939258	2939653	396	1	2	1789172	inner membrane protein, UPF0382 family	
2761	1	gcvA	b2808,ECK2803,JW2779	63.35940170288086	2939672	2940589	918	1	2	1789173	DNA-binding transcriptional dual regulator	
10151	4	gcvB	b4443,ECK2804,IS145,JWR0247,psrA11	63.38199996948242	2940718	2940923	206	0	2		sRNA antisense regulator represses oppA, dppA, gltI and livJ expression, Hfq-dependent	
2762	1	ygdI	b2809,ECK2805,f76,f76b,JW5448	63.38679885864258	2940940	2941167	228	1	2	87082162	putative lipoprotein	
2763	1	csdA	b2810,ECK2806,JW2781,o401,o401b,ygdJ	63.39580154418945	2941359	2942564	1206	0	2	1789175	cysteine sulfinate desulfinase	
2764	1	csdE	b2811,ECK2807,JW2782,o147,ygdK	63.42179870605469	2942564	2943007	444	0	2	1789176	CsdA-binding activator; Fe-S protein	
2765	1	csdL	b2812,ECK2808,f268,f268b,JW2783,ygdL	63.43239974975586	2943058	2943864	807	1	2	1789177	sulfur acceptor for CsdA	
2766	1	mltA	b2813,ECK2809,JW2784,mlt,ygdM	63.454898834228516	2944103	2945200	1098	1	2	1789179	membrane-bound lytic murein transglycosylase A	
49	3	metZ	b2814,ECK2810,JWR0206,metZalpha	63.48310089111328	2945409	2945485	77	0	2		tRNA-Met	1715303
50	3	metW	b2815,ECK2811,JWR0207	63.48550033569336	2945519	2945595	77	0	2		tRNA-Met	9729611
51	3	metV	b2816,ECK2812,JWR0208,metX,metZbeta	63.48780059814453	2945629	2945705	77	0	2		tRNA-Met	9729611
2767	1	amiC	b2817,ECK2813,f447,JW5449,ygdN	63.4911003112793	2945779	2947032	1254	1	2	87082163	N-acetylmuramoyl-L-alanine amidase	
2768	1	argA	Arg1,Arg2,argB,b2818,ECK2814,JW2786	63.523101806640625	2947264	2948595	1332	0	2	1789181	fused acetylglutamate kinase homolog(inactive)/amino acid N-acetyltransferase	
2769	1	recD	b2819,ECK2815,hopE,JW2787	63.5531005859375	2948657	2950483	1827	1	2	1789182	exonuclease V (RecBCD complex), alpha chain	
